id	subject	predicate	object	relation	knowledge_source
urn:uuid:20b47aa8-5185-4063-b982-a716e6ed8127	357793	biolink:related_to	357527	biolink:related_to	bolt://localhost:7687
urn:uuid:4a67ac1e-5002-4e11-844f-9bce17e4d2e1	357793	biolink:related_to	357572	biolink:related_to	bolt://localhost:7687
urn:uuid:033d981b-6488-4238-996e-ea91067f45dc	357793	biolink:related_to	358574	biolink:related_to	bolt://localhost:7687
urn:uuid:2bd58971-ea5c-4f98-8434-2d512054b3f8	357793	biolink:related_to	358579	biolink:related_to	bolt://localhost:7687
urn:uuid:a2d47140-0d79-4b57-9987-5ed67906f4cf	357793	biolink:related_to	358667	biolink:related_to	bolt://localhost:7687
urn:uuid:0fb9214f-6664-4d67-9830-d79f6d9246df	357123	biolink:related_to	357506	biolink:related_to	bolt://localhost:7687
urn:uuid:f8217a13-2e51-42cc-9222-eb6f0959cd0e	357125	biolink:related_to	357506	biolink:related_to	bolt://localhost:7687
urn:uuid:7875e97c-3944-420a-b9b0-d2e1e0dc2027	357126	biolink:related_to	357330	biolink:related_to	bolt://localhost:7687
urn:uuid:2a48536d-bea1-4431-aa1b-dbbcba790c41	357127	biolink:related_to	358571	biolink:related_to	bolt://localhost:7687
urn:uuid:8176af80-3cc0-45a3-a0c8-513652fb105b	357128	biolink:related_to	357955	biolink:related_to	bolt://localhost:7687
urn:uuid:28764163-7538-44c9-9b14-ae20010ee5c6	357129	biolink:related_to	357836	biolink:related_to	bolt://localhost:7687
urn:uuid:ee9dc733-62ef-40f7-9174-4415113179f0	357129	biolink:related_to	357133	biolink:related_to	bolt://localhost:7687
urn:uuid:4c15e8aa-a2a5-4f47-80b2-cfa57ba81876	357129	biolink:related_to	357135	biolink:related_to	bolt://localhost:7687
urn:uuid:de7b71b9-6402-4d80-8b14-34192efb3b73	357836	biolink:related_to	357129	biolink:related_to	bolt://localhost:7687
urn:uuid:2f2469dc-04f1-4d96-95a9-2c24ad51aadd	357836	biolink:related_to	357174	biolink:related_to	bolt://localhost:7687
urn:uuid:16cd40cd-d5d8-419e-8125-32e7e9a70264	357836	biolink:related_to	357597	biolink:related_to	bolt://localhost:7687
urn:uuid:8155b5b7-ff1d-48cf-947a-2bced3842603	357836	biolink:related_to	357824	biolink:related_to	bolt://localhost:7687
urn:uuid:3fcd074e-9623-493b-9ff1-78df2b2a9ed6	357836	biolink:related_to	357827	biolink:related_to	bolt://localhost:7687
urn:uuid:27e349d9-2179-4815-96dc-068482791948	357836	biolink:related_to	357833	biolink:related_to	bolt://localhost:7687
urn:uuid:20b444a1-64e1-4c28-b070-148b972a2b51	357836	biolink:related_to	358663	biolink:related_to	bolt://localhost:7687
urn:uuid:018f815a-11e5-43d2-b5a5-55ac6fdec8a4	357133	biolink:related_to	357129	biolink:related_to	bolt://localhost:7687
urn:uuid:b7c0c821-ec42-4fe7-91cf-db9d2cdbe1cf	357135	biolink:related_to	357129	biolink:related_to	bolt://localhost:7687
urn:uuid:4c58fc3a-0b2a-4e5f-9945-61454870a537	357130	biolink:related_to	357506	biolink:related_to	bolt://localhost:7687
urn:uuid:67c96106-0f64-47f4-bc4b-3fcd8dc0bb31	357139	biolink:related_to	357136	biolink:related_to	bolt://localhost:7687
urn:uuid:eda5c8ca-7def-4b21-8561-82d914de5d2b	357141	biolink:related_to	357475	biolink:related_to	bolt://localhost:7687
urn:uuid:79921330-f63c-4402-9b56-61eee7edf452	357142	biolink:related_to	358666	biolink:related_to	bolt://localhost:7687
urn:uuid:3e033c4e-1363-42c4-9768-14d8f2976340	357142	biolink:related_to	357659	biolink:related_to	bolt://localhost:7687
urn:uuid:80311676-7138-4e2d-927b-38892ac89697	357142	biolink:related_to	357661	biolink:related_to	bolt://localhost:7687
urn:uuid:150ed4d1-7901-4e41-8daf-60ae1c2e3fd9	357142	biolink:related_to	358013	biolink:related_to	bolt://localhost:7687
urn:uuid:46c827a6-0a0e-4469-9f04-aa1eb77f5cb7	357659	biolink:related_to	357142	biolink:related_to	bolt://localhost:7687
urn:uuid:d5ae4b22-d8a2-4d12-be63-7b9373902237	357659	biolink:related_to	357183	biolink:related_to	bolt://localhost:7687
urn:uuid:de59fbaa-3f15-4b8e-9e2a-850d807e0648	357659	biolink:related_to	357185	biolink:related_to	bolt://localhost:7687
urn:uuid:bb9c6e6f-12be-4225-be7f-282cb13a8406	357659	biolink:related_to	357187	biolink:related_to	bolt://localhost:7687
urn:uuid:981ac66d-cf2d-489b-9d4d-0d6ef4e2dcbf	357659	biolink:related_to	357188	biolink:related_to	bolt://localhost:7687
urn:uuid:3b6b2861-e84d-4494-b53f-fecfdc91f5fb	357659	biolink:related_to	357190	biolink:related_to	bolt://localhost:7687
urn:uuid:c3d1e336-560b-4d77-9978-bc20626c8a02	357659	biolink:related_to	357192	biolink:related_to	bolt://localhost:7687
urn:uuid:98ecdced-bd28-4839-b834-f1adb32208ee	357659	biolink:related_to	357195	biolink:related_to	bolt://localhost:7687
urn:uuid:5a3c8ce5-5549-4b19-802e-2fa82b922a24	357661	biolink:related_to	357142	biolink:related_to	bolt://localhost:7687
urn:uuid:166287f5-656f-44e4-8aeb-38a9d0104b68	358013	biolink:related_to	357142	biolink:related_to	bolt://localhost:7687
urn:uuid:f6a3351d-aa61-40ba-b136-305e3c906e37	357563	biolink:related_to	357143	biolink:related_to	bolt://localhost:7687
urn:uuid:64b95256-8413-4efd-ac20-7eb54815b5b7	357144	biolink:related_to	358769	biolink:related_to	bolt://localhost:7687
urn:uuid:cff41002-f65a-4f59-b80c-e41d6488a2e6	357144	biolink:related_to	357162	biolink:related_to	bolt://localhost:7687
urn:uuid:bc62f909-8740-4b35-bb5b-2600767861a8	357144	biolink:related_to	357165	biolink:related_to	bolt://localhost:7687
urn:uuid:9bb20aa9-7ace-4247-b919-cc3a9c253989	358769	biolink:related_to	357144	biolink:related_to	bolt://localhost:7687
urn:uuid:87536e10-3d7d-4f93-a597-5262a16b7523	358769	biolink:related_to	358175	biolink:related_to	bolt://localhost:7687
urn:uuid:4c97f120-fcc0-4fb7-95ec-7c5e17a88a8a	358769	biolink:related_to	358187	biolink:related_to	bolt://localhost:7687
urn:uuid:8384844e-1545-43e0-bb61-79a233cae78a	358769	biolink:related_to	358203	biolink:related_to	bolt://localhost:7687
urn:uuid:d32d629f-91f3-4a72-8119-542ae22b779c	358769	biolink:related_to	358587	biolink:related_to	bolt://localhost:7687
urn:uuid:536794de-3f45-4332-94c7-d127e2a7ec1d	358769	biolink:related_to	358767	biolink:related_to	bolt://localhost:7687
urn:uuid:adb11abf-05f2-4b0f-b671-6632dbad50ba	357162	biolink:related_to	357144	biolink:related_to	bolt://localhost:7687
urn:uuid:bdc2cd34-5702-4e7a-a713-789e03c3c7ff	357165	biolink:related_to	357144	biolink:related_to	bolt://localhost:7687
urn:uuid:ad541894-e3c5-4a09-8675-604d9d77fd93	357638	biolink:related_to	357145	biolink:related_to	bolt://localhost:7687
urn:uuid:6b58e75c-c7fd-42c2-98b4-bb56d61cac53	357465	biolink:related_to	358389	biolink:related_to	bolt://localhost:7687
urn:uuid:fa757472-c5b0-44fd-8ed7-0991dc1c2a9e	357465	biolink:related_to	357146	biolink:related_to	bolt://localhost:7687
urn:uuid:4226bab5-02d1-4077-b442-8cfeaa598a3c	357465	biolink:related_to	358552	biolink:related_to	bolt://localhost:7687
urn:uuid:2757365c-f70a-4ce7-ba5e-1de5068ba050	357293	biolink:related_to	357146	biolink:related_to	bolt://localhost:7687
urn:uuid:804b17c4-1778-437a-9504-a135f341f726	357293	biolink:related_to	357297	biolink:related_to	bolt://localhost:7687
urn:uuid:d78abc0d-ea61-41bb-9785-a29b709056b1	358081	biolink:related_to	357146	biolink:related_to	bolt://localhost:7687
urn:uuid:e617d67c-7b50-4b71-92a1-8b4dd6d7e071	358311	biolink:related_to	357146	biolink:related_to	bolt://localhost:7687
urn:uuid:ea8c5c86-c33b-4d17-a4d5-672433b74457	358555	biolink:related_to	357146	biolink:related_to	bolt://localhost:7687
urn:uuid:9d45da0a-b2c3-4d62-b660-77d2409e1416	358555	biolink:related_to	358557	biolink:related_to	bolt://localhost:7687
urn:uuid:7acdc534-70e0-47e5-bb7e-0eb1f74c5ff2	358555	biolink:related_to	358559	biolink:related_to	bolt://localhost:7687
urn:uuid:77d3f0ca-1246-4d9f-bb70-771758ccdf01	358555	biolink:related_to	358560	biolink:related_to	bolt://localhost:7687
urn:uuid:a554e0a8-19d8-4f17-89c4-cf44e1426e0f	358555	biolink:related_to	358586	biolink:related_to	bolt://localhost:7687
urn:uuid:be921091-1f31-4ff7-a7c9-4705e9d145b0	357674	biolink:related_to	357147	biolink:related_to	bolt://localhost:7687
urn:uuid:bde08871-ede5-4712-8f3a-14411fdba027	357674	biolink:related_to	357611	biolink:related_to	bolt://localhost:7687
urn:uuid:68b9266b-a2d4-41fd-b8ca-3147d8f0e7bb	357186	biolink:related_to	357147	biolink:related_to	bolt://localhost:7687
urn:uuid:68d31b4c-dc84-4265-85b6-66c10a8f3128	357774	biolink:related_to	357147	biolink:related_to	bolt://localhost:7687
urn:uuid:a2726d05-5422-499b-9e3b-4ff1542f2d8b	357148	biolink:related_to	358725	biolink:related_to	bolt://localhost:7687
urn:uuid:047fdd86-69d8-4cb3-ac62-dbddb3ac70db	358725	biolink:related_to	357198	biolink:related_to	bolt://localhost:7687
urn:uuid:5f0cef96-f6c2-43d8-823b-eb4fc7c694ea	358725	biolink:related_to	357148	biolink:related_to	bolt://localhost:7687
urn:uuid:b98181c1-b0b3-4dea-a31e-c767564409bf	358725	biolink:related_to	357152	biolink:related_to	bolt://localhost:7687
urn:uuid:60ba163c-c07d-4b65-8ebf-27c45d245756	357149	biolink:related_to	357682	biolink:related_to	bolt://localhost:7687
urn:uuid:3c18cb18-0fc7-4a85-a3f8-e5dbc1104d77	357682	biolink:related_to	357675	biolink:related_to	bolt://localhost:7687
urn:uuid:7f2a16ea-4690-4a65-8135-bd5be34bb2fe	357682	biolink:related_to	357149	biolink:related_to	bolt://localhost:7687
urn:uuid:a294899d-5393-423c-9e48-24218fd14a0a	357682	biolink:related_to	357150	biolink:related_to	bolt://localhost:7687
urn:uuid:625b00de-84ff-4317-abc8-e1a1e364edb3	357150	biolink:related_to	357682	biolink:related_to	bolt://localhost:7687
urn:uuid:a45ef7c6-f345-4901-bc54-6a0cd3ec2564	357151	biolink:related_to	357330	biolink:related_to	bolt://localhost:7687
urn:uuid:3bf83178-98ae-4c51-b7f6-8fa99dc6ceaf	357151	biolink:related_to	358004	biolink:related_to	bolt://localhost:7687
urn:uuid:29326bfb-cccd-458c-8ac9-a67c92a1ccba	358004	biolink:related_to	357151	biolink:related_to	bolt://localhost:7687
urn:uuid:12aa82d0-1e50-42ad-833e-a8b196f598e0	357152	biolink:related_to	358725	biolink:related_to	bolt://localhost:7687
urn:uuid:598f2f5e-0d54-403d-b8ab-485cc4010f7b	357153	biolink:related_to	358498	biolink:related_to	bolt://localhost:7687
urn:uuid:85d34a92-69e7-48f0-a2e6-1716671e64e3	358577	biolink:related_to	357154	biolink:related_to	bolt://localhost:7687
urn:uuid:0d7d4828-975c-4bc5-80e8-e7142a082c77	357156	biolink:related_to	357946	biolink:related_to	bolt://localhost:7687
urn:uuid:1bba8f32-fda6-467d-925f-a4f64af2f001	357946	biolink:related_to	358587	biolink:related_to	bolt://localhost:7687
urn:uuid:b39cb010-2465-411f-bc69-de2c56adaf96	357946	biolink:related_to	357156	biolink:related_to	bolt://localhost:7687
urn:uuid:e560d943-e2c4-4231-b307-0c6afe0e4da2	357946	biolink:related_to	358566	biolink:related_to	bolt://localhost:7687
urn:uuid:076b8db0-3f47-4c22-a677-3aa0e0f25ba2	357157	biolink:related_to	358019	biolink:related_to	bolt://localhost:7687
urn:uuid:9cec7175-324a-47a0-9c8e-9e10b0ae1626	357159	biolink:related_to	357475	biolink:related_to	bolt://localhost:7687
urn:uuid:a82a02e8-628a-4fcd-8bba-f76ba93cca67	357840	biolink:related_to	357160	biolink:related_to	bolt://localhost:7687
urn:uuid:07434395-86c7-466f-bc5d-22bf4bb5b5e8	357841	biolink:related_to	357160	biolink:related_to	bolt://localhost:7687
urn:uuid:534acf8a-3c43-465c-8e15-f27db41c59ae	358166	biolink:related_to	357160	biolink:related_to	bolt://localhost:7687
urn:uuid:e27e04e8-d7e9-401d-af2e-5b5c8f4f3b0d	358181	biolink:related_to	357160	biolink:related_to	bolt://localhost:7687
urn:uuid:6147c247-ba96-4727-bee0-e5f371ccb78a	358677	biolink:related_to	357160	biolink:related_to	bolt://localhost:7687
urn:uuid:484daf23-57e1-4e4b-8f3a-4096b81799fb	357161	biolink:related_to	357714	biolink:related_to	bolt://localhost:7687
urn:uuid:798e5332-aaac-4012-80bc-294de122649c	357714	biolink:related_to	357226	biolink:related_to	bolt://localhost:7687
urn:uuid:d21d1109-fc6a-48b2-a99a-6720ecb29f21	357714	biolink:related_to	357161	biolink:related_to	bolt://localhost:7687
urn:uuid:eee384ed-5ea0-4730-8a58-8a9c808f4e7b	357714	biolink:related_to	357808	biolink:related_to	bolt://localhost:7687
urn:uuid:d379e4bc-4797-40f4-8bc7-a4cd6ce3c7af	357163	biolink:related_to	357597	biolink:related_to	bolt://localhost:7687
urn:uuid:86b9aea3-daaa-4493-94ec-11f1f663ad5e	357163	biolink:related_to	358535	biolink:related_to	bolt://localhost:7687
urn:uuid:45950092-2151-4761-aedf-09aa6d5ea4ed	357163	biolink:related_to	358682	biolink:related_to	bolt://localhost:7687
urn:uuid:8b4886a6-4895-49b4-9f39-3d080ebaebae	357163	biolink:related_to	358764	biolink:related_to	bolt://localhost:7687
urn:uuid:9c46ecc1-e7bc-4550-982e-900ee99d8874	357597	biolink:related_to	357836	biolink:related_to	bolt://localhost:7687
urn:uuid:4dae0f70-79b8-4af3-b80c-3dbdba486271	357597	biolink:related_to	357163	biolink:related_to	bolt://localhost:7687
urn:uuid:ff2567d9-e415-4f77-8fb8-7dae752a5dcc	357597	biolink:related_to	358773	biolink:related_to	bolt://localhost:7687
urn:uuid:cbf6e4a0-2da1-4866-b453-0f13c8711021	358535	biolink:related_to	357163	biolink:related_to	bolt://localhost:7687
urn:uuid:78a27456-0e47-4d87-9365-fd2f9b28e4dd	358682	biolink:related_to	357163	biolink:related_to	bolt://localhost:7687
urn:uuid:37a1dab8-9665-4f53-b0e3-d814a3cb3fcf	358764	biolink:related_to	357163	biolink:related_to	bolt://localhost:7687
urn:uuid:605d559c-c33a-4990-a8a1-11f1192e1700	357164	biolink:related_to	357189	biolink:related_to	bolt://localhost:7687
urn:uuid:e7c3efdc-7c40-4a7c-a408-12f38f62d42d	357189	biolink:related_to	357667	biolink:related_to	bolt://localhost:7687
urn:uuid:dfddd84f-2f30-4978-9c5e-a45278f7ad77	357189	biolink:related_to	357164	biolink:related_to	bolt://localhost:7687
urn:uuid:0e5f51f1-d06e-4312-acb9-3b8b29a347de	357168	biolink:related_to	357226	biolink:related_to	bolt://localhost:7687
urn:uuid:049ed36f-7f12-4237-8839-9f9308c8a5ec	357168	biolink:related_to	357170	biolink:related_to	bolt://localhost:7687
urn:uuid:c3537c98-f9f6-4e15-aee5-fb91fbd3bc1a	357168	biolink:related_to	357173	biolink:related_to	bolt://localhost:7687
urn:uuid:feeb9045-e960-4be8-a5ab-662ffd35b62e	357168	biolink:related_to	357175	biolink:related_to	bolt://localhost:7687
urn:uuid:6a7620ba-31bd-4951-910e-7c111332663f	357170	biolink:related_to	357168	biolink:related_to	bolt://localhost:7687
urn:uuid:8518a3a1-9292-47dc-8ddd-d443cb08a596	357173	biolink:related_to	357168	biolink:related_to	bolt://localhost:7687
urn:uuid:1a364cad-4f42-4118-8e7e-28deb3c8853b	357175	biolink:related_to	357168	biolink:related_to	bolt://localhost:7687
urn:uuid:7a8590d8-adde-4fa0-8de1-c7bc693ed5a6	357169	biolink:related_to	357616	biolink:related_to	bolt://localhost:7687
urn:uuid:190f3044-a7a1-45bf-a9d1-71077dc4bdc0	357616	biolink:related_to	357169	biolink:related_to	bolt://localhost:7687
urn:uuid:6fe56eea-3c57-47c7-8c2c-f8303758bb89	357616	biolink:related_to	357361	biolink:related_to	bolt://localhost:7687
urn:uuid:cd82571f-aec1-4f4f-9d91-5abad9499761	357616	biolink:related_to	358225	biolink:related_to	bolt://localhost:7687
urn:uuid:1311026e-d905-4f86-b530-7b7f70253569	357172	biolink:related_to	358771	biolink:related_to	bolt://localhost:7687
urn:uuid:59c6838f-6044-4ed8-a65a-5b84661244b4	358771	biolink:related_to	358187	biolink:related_to	bolt://localhost:7687
urn:uuid:389f9b53-4ca5-422d-b1f8-c715ee4b6df7	358771	biolink:related_to	357172	biolink:related_to	bolt://localhost:7687
urn:uuid:25b4a628-3b3b-4ffc-8334-f0229f02c7e5	358771	biolink:related_to	357176	biolink:related_to	bolt://localhost:7687
urn:uuid:4d27de60-6afc-4816-8589-296842034e73	358771	biolink:related_to	357179	biolink:related_to	bolt://localhost:7687
urn:uuid:9bef31a1-108c-4b8c-94aa-67b2f1eaf564	358771	biolink:related_to	357182	biolink:related_to	bolt://localhost:7687
urn:uuid:6871d704-0cf8-4caf-8750-3c5833f2ca59	358771	biolink:related_to	357184	biolink:related_to	bolt://localhost:7687
urn:uuid:3eba7da6-815b-49ce-8d22-d3fbca396349	358771	biolink:related_to	357191	biolink:related_to	bolt://localhost:7687
urn:uuid:4492d539-d845-4d5a-a7ac-8e9cd8c1581d	358771	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:881d23c1-eb74-4366-abdf-d8bfce389227	358771	biolink:related_to	357196	biolink:related_to	bolt://localhost:7687
urn:uuid:581170a9-c419-431b-89e8-d6dbd202bcf8	358771	biolink:related_to	357199	biolink:related_to	bolt://localhost:7687
urn:uuid:6cebd3ae-9b3e-4a14-a80b-7f18e6e1b362	358771	biolink:related_to	357204	biolink:related_to	bolt://localhost:7687
urn:uuid:79e8af0f-d2e6-4a99-b9b2-94f7c6d1eabc	358771	biolink:related_to	357561	biolink:related_to	bolt://localhost:7687
urn:uuid:fe63caf6-1e3b-4419-89b0-df6f3191a746	358771	biolink:related_to	357575	biolink:related_to	bolt://localhost:7687
urn:uuid:2bc8059a-3efb-4ad8-a7da-37b18934ec29	358771	biolink:related_to	357580	biolink:related_to	bolt://localhost:7687
urn:uuid:aad73170-3e6e-4662-add9-5cfda87aa163	358771	biolink:related_to	358654	biolink:related_to	bolt://localhost:7687
urn:uuid:b317d4ce-37eb-4eed-8a23-9ef09888b0bf	357174	biolink:related_to	357836	biolink:related_to	bolt://localhost:7687
urn:uuid:dde312dc-7bc2-46cd-83da-9da5815bc98a	357174	biolink:related_to	357177	biolink:related_to	bolt://localhost:7687
urn:uuid:a3c6537e-55dc-408a-b383-c4be58fa6253	357174	biolink:related_to	358515	biolink:related_to	bolt://localhost:7687
urn:uuid:4e3cfb9b-c919-4dfe-a49a-01476dfb62a9	358369	biolink:related_to	357176	biolink:related_to	bolt://localhost:7687
urn:uuid:f3277d8c-4f26-4964-a3ee-4ba9c8cbc10f	357300	biolink:related_to	357177	biolink:related_to	bolt://localhost:7687
urn:uuid:1d8fc866-2efe-4374-b1e7-479ad993d1dd	358377	biolink:related_to	357177	biolink:related_to	bolt://localhost:7687
urn:uuid:2233902a-7452-4c4f-be2e-be51c5fbf272	358377	biolink:related_to	357658	biolink:related_to	bolt://localhost:7687
urn:uuid:71b22e1c-a309-4ad0-98f7-58ab2fe90a80	358377	biolink:related_to	358292	biolink:related_to	bolt://localhost:7687
urn:uuid:76c86138-f27e-42de-9c0c-20565a5da9a6	358379	biolink:related_to	357177	biolink:related_to	bolt://localhost:7687
urn:uuid:f6718121-6f79-4431-8724-19ce26e7ddda	358379	biolink:related_to	357662	biolink:related_to	bolt://localhost:7687
urn:uuid:7d7edd8f-1abe-476e-a283-a7c6fffb8b36	358379	biolink:related_to	358293	biolink:related_to	bolt://localhost:7687
urn:uuid:2bf28b48-98ec-4326-b145-741f49f7970b	357760	biolink:related_to	357178	biolink:related_to	bolt://localhost:7687
urn:uuid:6ae083a8-7de6-4a9e-9608-d1a7a52e23f2	358288	biolink:related_to	357178	biolink:related_to	bolt://localhost:7687
urn:uuid:4e31e40d-96c5-4e55-86f4-6b43477757cd	357179	biolink:related_to	358771	biolink:related_to	bolt://localhost:7687
urn:uuid:cbcfafa8-86b1-4343-b650-1b57eabfa64a	357179	biolink:related_to	357358	biolink:related_to	bolt://localhost:7687
urn:uuid:59eed365-a2cd-4806-a76b-fc4ca68740ef	357179	biolink:related_to	358375	biolink:related_to	bolt://localhost:7687
urn:uuid:5822f016-5eff-4714-8bc1-b5159f7a8b61	357358	biolink:related_to	357179	biolink:related_to	bolt://localhost:7687
urn:uuid:05c16073-5fca-4ea6-a083-a53b62735cdf	358375	biolink:related_to	357179	biolink:related_to	bolt://localhost:7687
urn:uuid:77bcb841-2179-460f-9cf5-93ac7758e47e	358375	biolink:related_to	358376	biolink:related_to	bolt://localhost:7687
urn:uuid:fe8aedde-3e4d-4b7d-9032-95e2f4b0ec19	358375	biolink:related_to	358378	biolink:related_to	bolt://localhost:7687
urn:uuid:29f48de2-0453-463b-aa41-e28f2d78219e	357180	biolink:related_to	357517	biolink:related_to	bolt://localhost:7687
urn:uuid:0977518e-5177-4543-b6ce-dfcb63f82c17	357181	biolink:related_to	358353	biolink:related_to	bolt://localhost:7687
urn:uuid:906d0850-949f-4bc2-8837-5fdc266ca1ad	358404	biolink:related_to	357182	biolink:related_to	bolt://localhost:7687
urn:uuid:33e2b1d9-b418-4925-a87f-d86c74728fd8	358404	biolink:related_to	358406	biolink:related_to	bolt://localhost:7687
urn:uuid:828b46e0-487b-48d8-aad4-77f30e305d08	358404	biolink:related_to	358408	biolink:related_to	bolt://localhost:7687
urn:uuid:5fc3f785-6120-4102-a44b-5c0578b81d29	358404	biolink:related_to	358410	biolink:related_to	bolt://localhost:7687
urn:uuid:f97e141a-c917-4b17-8853-771b67ec8ba7	358404	biolink:related_to	358412	biolink:related_to	bolt://localhost:7687
urn:uuid:ac55d368-52b0-4fe9-8a28-d2ce7eff0f6a	358404	biolink:related_to	358420	biolink:related_to	bolt://localhost:7687
urn:uuid:003e8547-cba4-47d9-b338-45382943d8b2	357183	biolink:related_to	357659	biolink:related_to	bolt://localhost:7687
urn:uuid:17b1324d-d879-43f4-9b6d-c853268ebbab	357184	biolink:related_to	358771	biolink:related_to	bolt://localhost:7687
urn:uuid:edbae1b6-2dde-4bab-ba37-828e5ea8cf3c	357185	biolink:related_to	357659	biolink:related_to	bolt://localhost:7687
urn:uuid:386a19c5-6d94-4cae-8dec-1025c17182ba	357187	biolink:related_to	357659	biolink:related_to	bolt://localhost:7687
urn:uuid:a237eb2a-3240-4d82-a36a-d377da702a8a	357188	biolink:related_to	357659	biolink:related_to	bolt://localhost:7687
urn:uuid:7e3f514f-5708-4609-aa1b-fff9fe91010f	357190	biolink:related_to	357659	biolink:related_to	bolt://localhost:7687
urn:uuid:8ed52e75-3955-4f1f-98d2-6af0f50619e1	358480	biolink:related_to	357191	biolink:related_to	bolt://localhost:7687
urn:uuid:66c7e7d7-2091-4804-b72d-f2a7c72dcfdc	357192	biolink:related_to	357659	biolink:related_to	bolt://localhost:7687
urn:uuid:ae5bd6bd-61de-49d2-8ea2-e81824dc049c	357193	biolink:related_to	358771	biolink:related_to	bolt://localhost:7687
urn:uuid:048eed49-de7f-4051-b4cc-2887d5b4f5b4	357193	biolink:related_to	358236	biolink:related_to	bolt://localhost:7687
urn:uuid:34f4ce6e-7d98-48f5-bd9f-b80aacabbfa1	357193	biolink:related_to	358237	biolink:related_to	bolt://localhost:7687
urn:uuid:b38d007d-71c6-408f-b2e1-5749a7e4a8fc	357193	biolink:related_to	358239	biolink:related_to	bolt://localhost:7687
urn:uuid:f61eac04-5c8a-4d9d-852f-ae8ee0f21b5e	357193	biolink:related_to	358241	biolink:related_to	bolt://localhost:7687
urn:uuid:a2bed6db-a3d1-45d2-982c-65705e16e8a3	357193	biolink:related_to	358242	biolink:related_to	bolt://localhost:7687
urn:uuid:9069f482-01a1-49ac-b990-1eb605a46d9d	357193	biolink:related_to	358244	biolink:related_to	bolt://localhost:7687
urn:uuid:eda38ebf-d7fe-4bdf-9918-755198b60cdc	357193	biolink:related_to	358247	biolink:related_to	bolt://localhost:7687
urn:uuid:09129261-1175-4af5-b3ca-bee01d2965b6	357193	biolink:related_to	358248	biolink:related_to	bolt://localhost:7687
urn:uuid:50e55589-3b27-4916-9f82-cfd3789e486c	357193	biolink:related_to	358250	biolink:related_to	bolt://localhost:7687
urn:uuid:7780628e-98a1-4294-ba03-2934e1520e68	357193	biolink:related_to	358253	biolink:related_to	bolt://localhost:7687
urn:uuid:c751c154-56f1-47d5-89a7-9792cb75e7b3	357193	biolink:related_to	358254	biolink:related_to	bolt://localhost:7687
urn:uuid:8bab4ee4-f194-4ab3-a035-0182b60e6012	357193	biolink:related_to	358395	biolink:related_to	bolt://localhost:7687
urn:uuid:47c1bd57-1efe-4401-8239-283fe7b1a103	358236	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:cc78fbfd-5d21-4c92-8a68-8bbaa572ec8d	358237	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:ff5213dc-0a53-44a9-aef9-d4d6c8d3f54b	358239	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:84e0b474-c10b-4ce8-8a6e-243925e872ec	358241	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:d72ce39c-39df-4373-a438-4b167303ab6f	358242	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:456d4e4e-82b8-47c8-b449-6c8c4bb7cf7f	358244	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:990f4852-de09-419e-ade3-e4082d217fa9	358247	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:15ced18d-34d0-4a1a-a355-e426bea0c1f8	358248	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:12f070c2-74df-4c8d-acd2-125986c30000	358250	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:d2b0d0bf-583e-45af-8dd2-54b7b0496b01	358253	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:e3437384-c34b-46b7-a133-0fa29b91ce58	358254	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:a6b6112f-0c0b-45b8-9732-ce7c122317dd	358395	biolink:related_to	357193	biolink:related_to	bolt://localhost:7687
urn:uuid:a2192171-7761-49aa-a1b6-8e44e4528429	357195	biolink:related_to	357659	biolink:related_to	bolt://localhost:7687
urn:uuid:f511582c-5c47-402c-ab72-4ce836512362	357196	biolink:related_to	358771	biolink:related_to	bolt://localhost:7687
urn:uuid:abddee04-7885-4cc4-a82c-eca8acb26ef7	357196	biolink:related_to	358255	biolink:related_to	bolt://localhost:7687
urn:uuid:acc2cdc4-3234-4158-8d1b-86415d6fa663	357196	biolink:related_to	358257	biolink:related_to	bolt://localhost:7687
urn:uuid:c566d5c3-8f94-4ee4-a826-d4d1003b034f	357196	biolink:related_to	358259	biolink:related_to	bolt://localhost:7687
urn:uuid:35667620-99f7-4451-a5f4-f3a70a701139	357196	biolink:related_to	358396	biolink:related_to	bolt://localhost:7687
urn:uuid:27018c73-a3e1-4f49-9bb2-7919cff3057c	358255	biolink:related_to	357196	biolink:related_to	bolt://localhost:7687
urn:uuid:297c75b8-7457-4267-ab42-690054128efd	358255	biolink:related_to	358256	biolink:related_to	bolt://localhost:7687
