id	subject	predicate	object	relation	knowledge_source
urn:uuid:3d5183f2-6fa6-4af1-b252-10dc4b2f3055	358227	biolink:related_to	358615	biolink:related_to	bolt://localhost:7687
urn:uuid:752b1a17-58a8-4223-990c-70f8a44d47c0	358617	biolink:related_to	356474	biolink:related_to	bolt://localhost:7687
urn:uuid:c7611544-b3c9-4357-83b7-7ce9cf779aff	358617	biolink:related_to	357325	biolink:related_to	bolt://localhost:7687
urn:uuid:5119db28-baef-43b4-9453-a1ef6b10dadb	356997	biolink:related_to	356475	biolink:related_to	bolt://localhost:7687
urn:uuid:c852e1bd-955c-43a8-9ab4-82c468d3910d	356997	biolink:related_to	356490	biolink:related_to	bolt://localhost:7687
urn:uuid:b4a6ffbb-70d8-4e76-a87e-e4404ad08d19	356997	biolink:related_to	357009	biolink:related_to	bolt://localhost:7687
urn:uuid:9c378845-c1a2-45af-89b9-478a71cce7ec	356997	biolink:related_to	357012	biolink:related_to	bolt://localhost:7687
urn:uuid:b605176b-17a3-4fd7-91c0-aa6654152551	356997	biolink:related_to	357023	biolink:related_to	bolt://localhost:7687
urn:uuid:0bb89a82-8503-43b3-abc9-3c3db1a41432	356997	biolink:related_to	357031	biolink:related_to	bolt://localhost:7687
urn:uuid:72fe378f-c540-4287-bb5b-ff97dcbc476a	356997	biolink:related_to	357033	biolink:related_to	bolt://localhost:7687
urn:uuid:76a2b5b5-c6c8-4d6e-9326-6d5ce4805102	356997	biolink:related_to	357038	biolink:related_to	bolt://localhost:7687
urn:uuid:34850283-54b4-4f44-9867-5b7c0a731aa5	356997	biolink:related_to	357043	biolink:related_to	bolt://localhost:7687
urn:uuid:2b676bf1-fa0f-4e55-a985-b84d5e51287f	356997	biolink:related_to	357063	biolink:related_to	bolt://localhost:7687
urn:uuid:c9339dd2-3567-4ac0-bc79-2db81eeb6d33	356997	biolink:related_to	357154	biolink:related_to	bolt://localhost:7687
urn:uuid:3b748d22-70bd-481a-9f53-02871caf79ba	356997	biolink:related_to	357227	biolink:related_to	bolt://localhost:7687
urn:uuid:b3294496-f7fc-4154-b075-4ced8ebbf9ef	356997	biolink:related_to	357801	biolink:related_to	bolt://localhost:7687
urn:uuid:8a3f9c77-ef7a-48b3-aacf-cb065eecc252	356997	biolink:related_to	358049	biolink:related_to	bolt://localhost:7687
urn:uuid:5a9614cf-1e83-4787-893b-b9ea3ca36683	356997	biolink:related_to	358549	biolink:related_to	bolt://localhost:7687
urn:uuid:c0ab4411-8248-48b0-abef-9e7f4f2609d9	356686	biolink:related_to	356475	biolink:related_to	bolt://localhost:7687
urn:uuid:c00f538d-249c-460c-b6b2-a674e824ea52	356690	biolink:related_to	356475	biolink:related_to	bolt://localhost:7687
urn:uuid:2bb442d5-24ae-4d44-9cb6-c807f6e133f9	356693	biolink:related_to	356475	biolink:related_to	bolt://localhost:7687
urn:uuid:6223a02c-e082-4bd4-b1ec-6e88c00dd8c2	356695	biolink:related_to	356475	biolink:related_to	bolt://localhost:7687
urn:uuid:47cd4117-799c-442c-a939-ee659dc6f035	356765	biolink:related_to	356475	biolink:related_to	bolt://localhost:7687
urn:uuid:b80cc34f-0808-4e46-b493-27a04a596939	356491	biolink:related_to	356476	biolink:related_to	bolt://localhost:7687
urn:uuid:2b2ff990-d734-43b4-a419-5380a409d91c	356491	biolink:related_to	357810	biolink:related_to	bolt://localhost:7687
urn:uuid:8974e386-3a74-425e-9a5b-e7f3e87c6d28	356491	biolink:related_to	357811	biolink:related_to	bolt://localhost:7687
urn:uuid:10d4dd52-de59-441f-bf9b-52a9b9bbbd3c	356491	biolink:related_to	357814	biolink:related_to	bolt://localhost:7687
urn:uuid:d4753b47-89ce-4cd0-9baf-29d788a8ea10	356491	biolink:related_to	357815	biolink:related_to	bolt://localhost:7687
urn:uuid:29d89ac3-9f0d-4b88-a087-d6ca04f1b4f5	356491	biolink:related_to	357818	biolink:related_to	bolt://localhost:7687
urn:uuid:342fb2a4-8f6f-48ac-a064-78740681407c	356491	biolink:related_to	357819	biolink:related_to	bolt://localhost:7687
urn:uuid:afc32c05-4620-44d7-82d3-03f59efe5957	356491	biolink:related_to	357822	biolink:related_to	bolt://localhost:7687
urn:uuid:6c5c9f9d-0ec8-4ec0-b2ad-94f7bf35c76c	356491	biolink:related_to	357823	biolink:related_to	bolt://localhost:7687
urn:uuid:5fb2bff4-9b3a-406b-a82e-e4ca84679583	356491	biolink:related_to	358564	biolink:related_to	bolt://localhost:7687
urn:uuid:f7cf57ab-ec98-4d8d-8cdd-7d4ba77a47c3	356477	biolink:related_to	357299	biolink:related_to	bolt://localhost:7687
urn:uuid:ef6ec538-47db-42ca-833b-006cebad7ed9	356509	biolink:related_to	356478	biolink:related_to	bolt://localhost:7687
urn:uuid:1599012c-0ab8-426e-9996-9f37f3a42794	356509	biolink:related_to	358059	biolink:related_to	bolt://localhost:7687
urn:uuid:667f81fa-6829-4dde-ac47-6d5f63334e59	357372	biolink:related_to	356478	biolink:related_to	bolt://localhost:7687
urn:uuid:82d91815-dbb1-4fc8-8937-7c9248ec6b18	357372	biolink:related_to	357363	biolink:related_to	bolt://localhost:7687
urn:uuid:b9b74a7f-ce90-4b4e-bfbf-afb5172a3078	357372	biolink:related_to	357364	biolink:related_to	bolt://localhost:7687
urn:uuid:1f6d7004-da7b-494a-b2d1-2b0d81d9779d	357372	biolink:related_to	357367	biolink:related_to	bolt://localhost:7687
urn:uuid:d71a8dfe-199e-42a3-ac98-e0f948b0cd0a	357372	biolink:related_to	357368	biolink:related_to	bolt://localhost:7687
urn:uuid:e89b29cf-119f-45b7-8008-39aa6fce7f77	357372	biolink:related_to	357370	biolink:related_to	bolt://localhost:7687
urn:uuid:c17b1ea9-3965-475a-8b71-5a6638396683	357372	biolink:related_to	357375	biolink:related_to	bolt://localhost:7687
urn:uuid:ab8215a8-194b-4163-a422-0c4140cc6c3c	358569	biolink:related_to	356478	biolink:related_to	bolt://localhost:7687
urn:uuid:d8036c6d-540d-4745-aee1-2b89d3a22f47	358569	biolink:related_to	358600	biolink:related_to	bolt://localhost:7687
urn:uuid:a8e0fc1e-52ea-4139-9ed2-e9485ab1e05e	358569	biolink:related_to	358620	biolink:related_to	bolt://localhost:7687
urn:uuid:14811db4-66b9-4289-a400-2e08184371e5	356479	biolink:related_to	358019	biolink:related_to	bolt://localhost:7687
urn:uuid:0cbbf179-93b3-471a-a013-3fc7ad086195	358019	biolink:related_to	356479	biolink:related_to	bolt://localhost:7687
urn:uuid:eb68d922-942e-4ca6-ac96-930c2c9e1095	358019	biolink:related_to	357157	biolink:related_to	bolt://localhost:7687
urn:uuid:195351a0-a564-420c-b87d-9c5b58afe57b	358019	biolink:related_to	357639	biolink:related_to	bolt://localhost:7687
urn:uuid:3fe731a9-94a4-406b-abc7-71bd68e4651a	358019	biolink:related_to	357861	biolink:related_to	bolt://localhost:7687
urn:uuid:47222f4f-6d0e-4d63-88f5-7d85dabf1764	356481	biolink:related_to	356490	biolink:related_to	bolt://localhost:7687
urn:uuid:30e8d940-0c02-4dac-b58f-13866e328568	356482	biolink:related_to	356505	biolink:related_to	bolt://localhost:7687
urn:uuid:568a6ca9-6d83-487a-8f05-d4b28756bc2c	356482	biolink:related_to	358486	biolink:related_to	bolt://localhost:7687
urn:uuid:3edeb0ca-c6ca-4a8a-937f-c9f5256a0655	358486	biolink:related_to	356482	biolink:related_to	bolt://localhost:7687
urn:uuid:c2ebb457-3fbf-4d3f-b383-762b2f78892f	356483	biolink:related_to	357855	biolink:related_to	bolt://localhost:7687
urn:uuid:3134c366-b60d-4046-8306-5b5498e7acad	356484	biolink:related_to	358453	biolink:related_to	bolt://localhost:7687
urn:uuid:30f8e599-7fb0-43bb-b1e1-cfabe7dedfb9	356484	biolink:related_to	356487	biolink:related_to	bolt://localhost:7687
urn:uuid:28ede94f-a80e-438b-a0db-9426d66884df	356484	biolink:related_to	356488	biolink:related_to	bolt://localhost:7687
urn:uuid:51d26b24-fd3f-4921-8ef4-f457465f91bd	356484	biolink:related_to	356538	biolink:related_to	bolt://localhost:7687
urn:uuid:273caf8e-2729-4eac-b916-9763a0bf4433	356484	biolink:related_to	356548	biolink:related_to	bolt://localhost:7687
urn:uuid:559c8c8b-d34d-4727-8f8a-db38ca7becc2	356484	biolink:related_to	357735	biolink:related_to	bolt://localhost:7687
urn:uuid:7642e644-ae60-42f5-85f9-70d2446d4540	356484	biolink:related_to	358510	biolink:related_to	bolt://localhost:7687
urn:uuid:4ea1c29c-a0e7-40c5-ae49-3c67f51ab55d	356487	biolink:related_to	356484	biolink:related_to	bolt://localhost:7687
urn:uuid:84dbae52-5927-4ab4-a6ef-5b3283b2428c	356488	biolink:related_to	356484	biolink:related_to	bolt://localhost:7687
urn:uuid:501db2ec-78b7-4d4a-9fd6-902a6807a810	356538	biolink:related_to	356484	biolink:related_to	bolt://localhost:7687
urn:uuid:192576bb-29a6-4ed7-bb80-9ab1deadd259	356548	biolink:related_to	356484	biolink:related_to	bolt://localhost:7687
urn:uuid:f281b0fd-ae4f-4aee-aa73-109b195ece1e	357735	biolink:related_to	356484	biolink:related_to	bolt://localhost:7687
urn:uuid:009338fb-869a-45bd-9d7e-e2cc9da8fdc1	356489	biolink:related_to	357003	biolink:related_to	bolt://localhost:7687
urn:uuid:bf14e60f-cfea-43c6-8e0b-b93d12147236	357003	biolink:related_to	356489	biolink:related_to	bolt://localhost:7687
urn:uuid:873a9173-fa42-4858-b1cd-291ea932516b	357003	biolink:related_to	357036	biolink:related_to	bolt://localhost:7687
urn:uuid:21a68bb2-4e01-48ec-ac94-645ce4155865	357003	biolink:related_to	357555	biolink:related_to	bolt://localhost:7687
urn:uuid:7af583ae-77cb-4ca8-9630-7ac810845e93	357003	biolink:related_to	357637	biolink:related_to	bolt://localhost:7687
urn:uuid:d460eb85-976f-459d-a506-d1e654eb2ff3	357003	biolink:related_to	357640	biolink:related_to	bolt://localhost:7687
urn:uuid:8256e24b-51f3-4262-82db-e694ae051b82	357003	biolink:related_to	357698	biolink:related_to	bolt://localhost:7687
urn:uuid:8993d74e-55ca-46e5-b111-db98bb5aa0d2	357003	biolink:related_to	357721	biolink:related_to	bolt://localhost:7687
urn:uuid:cf2c0ad2-9bf0-48f0-91a3-c424c4a4a53d	357003	biolink:related_to	357852	biolink:related_to	bolt://localhost:7687
urn:uuid:98e9e346-920b-44e7-af06-68d545cd0b36	357003	biolink:related_to	357996	biolink:related_to	bolt://localhost:7687
urn:uuid:a0f11d32-0ef0-4153-8f5a-d570c0ca1cc2	357003	biolink:related_to	357998	biolink:related_to	bolt://localhost:7687
urn:uuid:6687d08d-7046-4861-9cf7-f90a2b395ae6	357003	biolink:related_to	358458	biolink:related_to	bolt://localhost:7687
urn:uuid:78ff32b8-2149-4f6e-9e9a-89603a72b12b	356651	biolink:related_to	356490	biolink:related_to	bolt://localhost:7687
urn:uuid:69065e0a-7435-45a1-9b26-326c2d9f3df3	357560	biolink:related_to	356490	biolink:related_to	bolt://localhost:7687
urn:uuid:26c05617-dbd8-4e68-a73d-a7ea84a0cb1a	357781	biolink:related_to	356490	biolink:related_to	bolt://localhost:7687
urn:uuid:97f34c4e-9fac-4de5-9940-b1c0580aa92b	357799	biolink:related_to	356490	biolink:related_to	bolt://localhost:7687
urn:uuid:3920d5d5-da0f-4176-95ba-8c2463f21fa3	357810	biolink:related_to	356491	biolink:related_to	bolt://localhost:7687
urn:uuid:77b8692d-6d6e-4fa7-94ed-683b6751d36f	357811	biolink:related_to	356491	biolink:related_to	bolt://localhost:7687
urn:uuid:2354ea2d-4e40-4b51-91cb-92c9d173f642	357814	biolink:related_to	356491	biolink:related_to	bolt://localhost:7687
urn:uuid:8b4080c8-7830-4142-8600-1acb85fa0120	357815	biolink:related_to	356491	biolink:related_to	bolt://localhost:7687
urn:uuid:a7870260-ad5f-4a21-a91a-e906d070ce9b	357818	biolink:related_to	356491	biolink:related_to	bolt://localhost:7687
urn:uuid:4590e348-521b-4bc7-a8f8-98ebdab1e683	357819	biolink:related_to	356491	biolink:related_to	bolt://localhost:7687
urn:uuid:919716f1-25a5-44a9-b7ce-1315bfefb60b	357822	biolink:related_to	356491	biolink:related_to	bolt://localhost:7687
urn:uuid:29620868-538c-4625-b66c-bc065e8f8e85	357823	biolink:related_to	356491	biolink:related_to	bolt://localhost:7687
urn:uuid:ebfcd1d8-3baa-4470-8743-7b0361da2bc4	356492	biolink:related_to	358570	biolink:related_to	bolt://localhost:7687
urn:uuid:80aab605-dde3-4dc3-925e-caae62451797	356492	biolink:related_to	356495	biolink:related_to	bolt://localhost:7687
urn:uuid:7b91562c-3d50-4e07-97d2-f8079be5a6d5	356492	biolink:related_to	356603	biolink:related_to	bolt://localhost:7687
urn:uuid:8058502c-3bbb-41ad-9bc1-7b919608aaf9	356492	biolink:related_to	357140	biolink:related_to	bolt://localhost:7687
urn:uuid:9251f641-82e3-4010-8dee-5a6b7a3fe866	356495	biolink:related_to	356492	biolink:related_to	bolt://localhost:7687
urn:uuid:079b7351-c883-423e-8d3d-7c7001fd987b	356603	biolink:related_to	356492	biolink:related_to	bolt://localhost:7687
urn:uuid:b1dfb3b0-3801-44a1-b133-48f2b2338e66	357140	biolink:related_to	356492	biolink:related_to	bolt://localhost:7687
urn:uuid:de49030b-ee0c-4829-8ded-cf1515b2892c	356493	biolink:related_to	357652	biolink:related_to	bolt://localhost:7687
urn:uuid:406a5e2f-796d-4a82-8d72-30d3c868e5ea	356494	biolink:related_to	358074	biolink:related_to	bolt://localhost:7687
urn:uuid:f4f90151-8faf-475d-94c8-17db2e551228	358074	biolink:related_to	356499	biolink:related_to	bolt://localhost:7687
urn:uuid:4692d3d7-6dde-473c-8d13-a51cef6384d8	358074	biolink:related_to	356494	biolink:related_to	bolt://localhost:7687
urn:uuid:a7daead3-0ae9-4711-a728-a9cf43727053	358074	biolink:related_to	356496	biolink:related_to	bolt://localhost:7687
urn:uuid:f1cdc320-1dab-4949-ba10-1a49677ee118	356496	biolink:related_to	358074	biolink:related_to	bolt://localhost:7687
urn:uuid:5e55802b-737c-4e3b-8cfa-272cc0773dc5	356497	biolink:related_to	358621	biolink:related_to	bolt://localhost:7687
urn:uuid:e44293ae-7988-44b0-b5f0-f36694e9999b	358621	biolink:related_to	356497	biolink:related_to	bolt://localhost:7687
urn:uuid:61234400-ce00-4087-b440-55805867eed2	358621	biolink:related_to	356606	biolink:related_to	bolt://localhost:7687
urn:uuid:9ee60136-db53-46ef-a200-8843d11f73de	358621	biolink:related_to	356692	biolink:related_to	bolt://localhost:7687
urn:uuid:4e3a1b30-3f45-47e7-b33e-dc672bf7be79	358621	biolink:related_to	357540	biolink:related_to	bolt://localhost:7687
urn:uuid:bbf6790e-50c4-4d36-80fb-e464de62306d	358621	biolink:related_to	357692	biolink:related_to	bolt://localhost:7687
urn:uuid:bf982995-2f0f-4ecc-8f94-4c1cd044816d	358621	biolink:related_to	358366	biolink:related_to	bolt://localhost:7687
urn:uuid:2a560d7c-d94b-435d-af8d-fe26200a547f	358621	biolink:related_to	358543	biolink:related_to	bolt://localhost:7687
urn:uuid:02e9bc4c-fb79-48e7-859c-1abf123645e8	358621	biolink:related_to	358575	biolink:related_to	bolt://localhost:7687
urn:uuid:6d37a5d1-df09-4c04-95f7-6b294f0f61e9	358621	biolink:related_to	358672	biolink:related_to	bolt://localhost:7687
urn:uuid:0bc4cca5-ef61-43a2-ab39-5ddea001fc9a	357926	biolink:related_to	357928	biolink:related_to	bolt://localhost:7687
urn:uuid:322699c3-540c-440b-a2ef-ab1bfbbb8b9e	357926	biolink:related_to	356498	biolink:related_to	bolt://localhost:7687
urn:uuid:328620b1-e82f-4950-921f-f60c9fe4a225	357926	biolink:related_to	356955	biolink:related_to	bolt://localhost:7687
urn:uuid:a8a5929e-4d61-442c-a247-536b4af5d663	357663	biolink:related_to	356498	biolink:related_to	bolt://localhost:7687
urn:uuid:d6ac5cbb-5cee-465a-b56d-5941d23061f5	358750	biolink:related_to	356498	biolink:related_to	bolt://localhost:7687
urn:uuid:75ad8f7e-892a-42c4-b579-81ead629927a	356499	biolink:related_to	357652	biolink:related_to	bolt://localhost:7687
urn:uuid:595f0af7-cd65-4c2b-98e0-4ae56e285503	356499	biolink:related_to	356556	biolink:related_to	bolt://localhost:7687
urn:uuid:4038f1d0-d245-4ff6-a559-d980244ff2b6	356499	biolink:related_to	358074	biolink:related_to	bolt://localhost:7687
urn:uuid:62dcf093-6563-4868-b07a-6e07098437f6	356556	biolink:related_to	356499	biolink:related_to	bolt://localhost:7687
urn:uuid:f521835b-5024-4aed-bdcb-5ffca55045e4	356500	biolink:related_to	358671	biolink:related_to	bolt://localhost:7687
urn:uuid:3d50141b-ba95-4d97-b1fd-4a0d59128d54	358671	biolink:related_to	358496	biolink:related_to	bolt://localhost:7687
urn:uuid:21ba9c6d-45b1-44ef-aae7-3e88806e1603	358671	biolink:related_to	356500	biolink:related_to	bolt://localhost:7687
urn:uuid:004c8e08-ae67-4a2c-a995-187e37e94a90	358671	biolink:related_to	356588	biolink:related_to	bolt://localhost:7687
urn:uuid:51954938-a730-4661-a01a-89c6fd08c14b	358671	biolink:related_to	356770	biolink:related_to	bolt://localhost:7687
urn:uuid:7592c95a-59ce-4d0b-9102-a905c855de89	356501	biolink:related_to	356530	biolink:related_to	bolt://localhost:7687
urn:uuid:6a9a799c-045a-4a39-9a62-55088c73bca3	356502	biolink:related_to	356666	biolink:related_to	bolt://localhost:7687
urn:uuid:7910d532-c1a9-4387-a87d-7bf78018f8ca	356876	biolink:related_to	356503	biolink:related_to	bolt://localhost:7687
urn:uuid:29e195e6-457d-448b-8659-92eaaa9702b8	358223	biolink:related_to	356503	biolink:related_to	bolt://localhost:7687
urn:uuid:ab342fcf-f9ab-4d9c-85cb-f99d3c3d98bf	358428	biolink:related_to	356503	biolink:related_to	bolt://localhost:7687
urn:uuid:4dc71370-b7e2-4970-b9b1-f183a89c1393	358430	biolink:related_to	356503	biolink:related_to	bolt://localhost:7687
urn:uuid:ad19d323-a817-4f12-80c0-316abd00018c	358434	biolink:related_to	356503	biolink:related_to	bolt://localhost:7687
urn:uuid:1581913a-45bb-49a2-88b3-bd4ccfabd76c	356504	biolink:related_to	358734	biolink:related_to	bolt://localhost:7687
urn:uuid:d4f8d5b8-3503-4b11-b721-659cd7192f45	358734	biolink:related_to	357201	biolink:related_to	bolt://localhost:7687
urn:uuid:c97286ef-4092-47b7-a9ec-ab0d0764d552	358734	biolink:related_to	356504	biolink:related_to	bolt://localhost:7687
urn:uuid:120e62e5-2f58-4e7d-a4b9-b0494842e25b	358734	biolink:related_to	356721	biolink:related_to	bolt://localhost:7687
urn:uuid:d251aaed-f8c7-446e-a7c6-a595dd937729	358734	biolink:related_to	357052	biolink:related_to	bolt://localhost:7687
urn:uuid:64c01051-2bfb-4b0b-b448-b9127cd8f43f	358734	biolink:related_to	357554	biolink:related_to	bolt://localhost:7687
urn:uuid:b70239f4-bfcb-4c75-9f8d-ebfa9536050f	358734	biolink:related_to	357783	biolink:related_to	bolt://localhost:7687
urn:uuid:fce92647-53d9-4802-8e61-48a4c5b65d1d	358734	biolink:related_to	357940	biolink:related_to	bolt://localhost:7687
urn:uuid:a140342a-675c-48cd-937b-4dc60f1fcd29	358734	biolink:related_to	358383	biolink:related_to	bolt://localhost:7687
urn:uuid:031c45c6-2d1b-4c2e-9230-082975ca81a5	358734	biolink:related_to	358623	biolink:related_to	bolt://localhost:7687
urn:uuid:f8b0c315-c411-47d6-9d01-37e31444df3b	356515	biolink:related_to	356505	biolink:related_to	bolt://localhost:7687
urn:uuid:f07e4393-1689-4f91-94a0-b9c386ac50f1	356515	biolink:related_to	358367	biolink:related_to	bolt://localhost:7687
urn:uuid:3894f778-ceca-4191-a665-49438878af1b	356526	biolink:related_to	356505	biolink:related_to	bolt://localhost:7687
urn:uuid:8474119e-2126-44a2-82f7-a2f09cd11d1f	356526	biolink:related_to	357444	biolink:related_to	bolt://localhost:7687
urn:uuid:dc86e6b6-49ad-48b1-8427-1a548a93bb7d	356526	biolink:related_to	357455	biolink:related_to	bolt://localhost:7687
urn:uuid:7216b182-ee14-472e-9bdf-58f28e5f02fe	356526	biolink:related_to	357495	biolink:related_to	bolt://localhost:7687
urn:uuid:8f0c8af4-2b24-40c5-98c7-273bc698344a	357589	biolink:related_to	356506	biolink:related_to	bolt://localhost:7687
urn:uuid:d0fc18d4-5fa5-4fe8-b873-c01a31f567a9	358541	biolink:related_to	356506	biolink:related_to	bolt://localhost:7687
urn:uuid:a803f46c-dde9-4ee0-a43e-bb34796b024d	358541	biolink:related_to	356696	biolink:related_to	bolt://localhost:7687
urn:uuid:ab58a777-7553-451f-a23d-baba29183f0d	357535	biolink:related_to	356508	biolink:related_to	bolt://localhost:7687
urn:uuid:7f74bf8a-10cf-49a5-9d76-084322925ee6	357538	biolink:related_to	356508	biolink:related_to	bolt://localhost:7687
urn:uuid:0df23431-3846-4cc8-8090-cf53a7cf3a4c	358059	biolink:related_to	356509	biolink:related_to	bolt://localhost:7687
urn:uuid:4418cf66-af0b-46a8-8e96-a44177087e6e	356510	biolink:related_to	358057	biolink:related_to	bolt://localhost:7687
urn:uuid:7ca623f2-0a69-4bd8-9996-d5cf63c0f056	358057	biolink:related_to	357023	biolink:related_to	bolt://localhost:7687
urn:uuid:3d29c45b-9bf6-4c8f-acfa-bd8621284c38	358057	biolink:related_to	356510	biolink:related_to	bolt://localhost:7687
urn:uuid:fba8a1f2-dfe0-41c3-8244-35f012476a3d	358057	biolink:related_to	357619	biolink:related_to	bolt://localhost:7687
urn:uuid:66b3323c-8127-4dc8-a92c-364d6953c61a	358057	biolink:related_to	358055	biolink:related_to	bolt://localhost:7687
urn:uuid:4e2ad788-ce70-4d6b-8fdf-e6142c3c0c1d	356511	biolink:related_to	356513	biolink:related_to	bolt://localhost:7687
urn:uuid:2a4f9c46-5e19-422f-9f60-9fcbbe6a38d8	356511	biolink:related_to	358082	biolink:related_to	bolt://localhost:7687
urn:uuid:3b30d790-8011-483c-b4b3-f6ee9a506363	356511	biolink:related_to	358084	biolink:related_to	bolt://localhost:7687
urn:uuid:c8a5d240-36b7-4ceb-a784-8c3bda59a72a	358082	biolink:related_to	356511	biolink:related_to	bolt://localhost:7687
urn:uuid:e4531fec-8966-4e7f-84fe-e8a159e42238	358082	biolink:related_to	358087	biolink:related_to	bolt://localhost:7687
urn:uuid:00996773-9547-4550-8a50-6033f126e491	358082	biolink:related_to	358089	biolink:related_to	bolt://localhost:7687
urn:uuid:d87ff1b7-96ac-4819-bdc3-2193e59d0bf3	358082	biolink:related_to	358091	biolink:related_to	bolt://localhost:7687
urn:uuid:e57b283b-63c2-4d44-9a77-a09995cfed33	358082	biolink:related_to	358092	biolink:related_to	bolt://localhost:7687
urn:uuid:ecd0468a-d24c-42c8-adad-4ec155485104	358082	biolink:related_to	358098	biolink:related_to	bolt://localhost:7687
urn:uuid:1a31bd28-5343-4b73-9c2c-91817d50e45e	358082	biolink:related_to	358111	biolink:related_to	bolt://localhost:7687
urn:uuid:e9cfa395-a615-4501-a17a-592787ac5a6f	358082	biolink:related_to	358114	biolink:related_to	bolt://localhost:7687
urn:uuid:a8c9a39c-cd9b-4252-9b08-8265405d23e7	358082	biolink:related_to	358116	biolink:related_to	bolt://localhost:7687
urn:uuid:9e53daaa-85e2-4d60-bbfd-a77b92f582db	358082	biolink:related_to	358118	biolink:related_to	bolt://localhost:7687
urn:uuid:9127265e-2bbf-454c-b877-9dbd6c83484c	358082	biolink:related_to	358120	biolink:related_to	bolt://localhost:7687
urn:uuid:7e82e306-7eb7-46e0-ace6-4481a55a3faf	358082	biolink:related_to	358122	biolink:related_to	bolt://localhost:7687
urn:uuid:a5375d04-9e16-49ad-a43a-2885cb2b9b33	358084	biolink:related_to	356511	biolink:related_to	bolt://localhost:7687
urn:uuid:cc14e4ff-236a-424d-b027-419c8c98c6f6	358084	biolink:related_to	357351	biolink:related_to	bolt://localhost:7687
urn:uuid:ed7b4f32-34b2-4b03-bffb-1e80186d6c03	358084	biolink:related_to	358063	biolink:related_to	bolt://localhost:7687
urn:uuid:dc82217b-d81a-4aed-a96b-3b2f3a46d75e	358084	biolink:related_to	358064	biolink:related_to	bolt://localhost:7687
urn:uuid:baa7e17c-2039-40b0-a6ca-0efb11f7edb8	358084	biolink:related_to	358066	biolink:related_to	bolt://localhost:7687
urn:uuid:ddae8b7f-fe8d-46f8-b844-3c32f36f75bf	358084	biolink:related_to	358124	biolink:related_to	bolt://localhost:7687
urn:uuid:1cfedef7-51c6-4ba4-8819-a2cd1fb4a5a5	358084	biolink:related_to	358126	biolink:related_to	bolt://localhost:7687
urn:uuid:24e83e6e-1af9-485e-84be-f7a52bc71a92	358084	biolink:related_to	358128	biolink:related_to	bolt://localhost:7687
urn:uuid:11aa352d-de6c-424c-9c63-84dc234d0c21	358084	biolink:related_to	358137	biolink:related_to	bolt://localhost:7687
urn:uuid:c20b37cb-9402-4cc0-a923-0e9b3f171db2	358084	biolink:related_to	358138	biolink:related_to	bolt://localhost:7687
urn:uuid:b84e67b9-6b50-4714-97f6-fcca7a15e164	358084	biolink:related_to	358140	biolink:related_to	bolt://localhost:7687
urn:uuid:d00e5fe8-745c-4729-8fd8-022760838095	358084	biolink:related_to	358142	biolink:related_to	bolt://localhost:7687
urn:uuid:d41582ba-e1c8-4a85-83cd-78ac97685df8	358084	biolink:related_to	358144	biolink:related_to	bolt://localhost:7687
urn:uuid:d74d54bb-f9f9-4ece-b789-a4762a6d0e1f	358084	biolink:related_to	358146	biolink:related_to	bolt://localhost:7687
urn:uuid:18dc12ae-58b2-4c33-9b97-16e819f5f003	358084	biolink:related_to	358148	biolink:related_to	bolt://localhost:7687
urn:uuid:2cf5a187-328b-40bc-a66b-ba8d43a59eac	358084	biolink:related_to	358154	biolink:related_to	bolt://localhost:7687
urn:uuid:f1b48db5-5d0b-442e-b632-b8b4a7a91a84	358084	biolink:related_to	358156	biolink:related_to	bolt://localhost:7687
urn:uuid:1e06c6e9-65b9-4cb4-8a16-7cd32aa30e29	358084	biolink:related_to	358217	biolink:related_to	bolt://localhost:7687
urn:uuid:64d84f34-5359-455f-8c4e-870c8507ac5e	358084	biolink:related_to	358218	biolink:related_to	bolt://localhost:7687
urn:uuid:526fc7d2-0cf9-4226-a362-8fcb44a906ad	358084	biolink:related_to	358221	biolink:related_to	bolt://localhost:7687
urn:uuid:54e981cb-cb01-4d26-8b48-bec45e232c54	356512	biolink:related_to	357038	biolink:related_to	bolt://localhost:7687
urn:uuid:bd5971cd-8074-47d7-a1c0-b23f80aebb72	357038	biolink:related_to	356997	biolink:related_to	bolt://localhost:7687
urn:uuid:1716c9e7-8a85-47e1-b64b-ad25b439aaee	357038	biolink:related_to	356512	biolink:related_to	bolt://localhost:7687
urn:uuid:34d3ed4c-f083-42e9-bbf5-ef05ea26ccd5	357038	biolink:related_to	357601	biolink:related_to	bolt://localhost:7687
urn:uuid:a611dcaf-d5b5-41bc-a1d2-f80d7776c72c	357038	biolink:related_to	357604	biolink:related_to	bolt://localhost:7687
urn:uuid:02a0a911-1e16-4327-8a1a-4326a2d37aff	357038	biolink:related_to	357610	biolink:related_to	bolt://localhost:7687
urn:uuid:c3fbdeaa-b438-4164-aec9-044a7878ed43	357119	biolink:related_to	356513	biolink:related_to	bolt://localhost:7687
urn:uuid:b32a649a-6cf1-4542-b7e0-0020a146c2af	357119	biolink:related_to	358150	biolink:related_to	bolt://localhost:7687
urn:uuid:897466cc-9423-4375-98d1-c03a2c7a8fae	357119	biolink:related_to	358152	biolink:related_to	bolt://localhost:7687
urn:uuid:8f234b38-e042-4f6e-98b9-926e8425ab49	358134	biolink:related_to	356513	biolink:related_to	bolt://localhost:7687
